Date,VesselID,Port,Region,VesselType,CargoVolume_Tons,PredictedDelay_Min,ActualDelay_Min,DwellTime_Hours,FuelConsumption_Tons,OnTime
2025-04-08,V1576,Visakhapatnam,East,Ro-Ro,2947.3,48.5,48.8,27.0,65.6,False
2025-04-08,V1577,Cochin,South,Container,3822.4,26.2,6.7,14.6,57.7,True
2025-04-09,V1578,Kolkata,East,General Cargo,3722.5,0.0,0.0,10.0,79.1,True
2025-04-09,V1579,Kandla,West,Tanker,3272.6,43.0,39.4,23.5,54.3,False
2025-04-09,V1580,Cochin,South,Ro-Ro,1954.2,0.0,0.0,15.0,32.9,True
2025-04-09,V1581,Visakhapatnam,East,Container,4208.4,0.0,3.8,15.2,68.0,True
2025-04-09,V1582,Visakhapatnam,East,Container,6812.2,14.9,17.6,18.4,195.1,True
2025-04-10,V1583,Chennai,South,Tanker,1988.1,0.0,1.9,21.1,44.8,True
2025-04-10,V1584,Chennai,South,Container,1866.4,36.4,46.1,20.5,30.4,False
2025-04-10,V1585,Kandla,West,Container,2683.3,0.0,0.0,17.3,56.0,True
2025-04-10,V1586,Cochin,South,Container,3223.2,10.0,13.2,19.1,64.9,True
2025-04-10,V1587,Kandla,West,Bulk Carrier,5784.6,0.0,5.9,20.9,115.8,True
2025-04-10,V1588,Cochin,South,Tanker,1894.6,45.9,28.8,15.6,51.6,True
2025-04-11,V1589,Mumbai,West,Container,6921.5,44.5,28.0,23.0,189.4,True
2025-04-11,V1590,Kolkata,East,Container,2475.9,16.3,0.0,21.0,70.0,True
2025-04-11,V1591,Kolkata,East,Tanker,2709.3,52.4,39.1,17.1,50.4,False
2025-04-12,V1592,Kolkata,East,Ro-Ro,2699.7,19.8,17.2,13.6,47.0,True
2025-04-12,V1593,Chennai,South,Bulk Carrier,3547.0,28.0,47.8,24.0,63.6,False
2025-04-12,V1594,Visakhapatnam,East,Ro-Ro,2182.8,0.0,0.0,25.2,56.9,True
2025-04-13,V1595,Visakhapatnam,East,Bulk Carrier,1991.2,27.5,29.6,4.8,57.0,True
2025-04-13,V1596,Chennai,South,Bulk Carrier,4034.6,15.9,34.1,13.2,111.9,False
2025-04-13,V1597,Mumbai,West,General Cargo,2432.5,0.0,14.3,26.4,65.9,True
2025-04-13,V1598,Kandla,West,General Cargo,5566.5,37.8,33.8,28.0,121.1,False
2025-04-13,V1599,Cochin,South,Bulk Carrier,6064.0,0.0,0.0,21.5,140.6,True
2025-04-14,V1600,Kandla,West,General Cargo,3198.7,1.6,13.0,11.9,69.4,True
2025-04-14,V1601,Chennai,South,Bulk Carrier,2753.6,41.2,38.0,22.5,76.0,False
2025-04-14,V1602,Kandla,West,Tanker,3605.8,0.0,0.0,27.1,95.7,True
2025-04-14,V1603,Kandla,West,Tanker,4015.5,36.5,37.2,14.6,114.3,False
2025-04-14,V1604,Cochin,South,Container,2139.6,24.9,20.7,8.1,47.3,True
2025-04-14,V1605,Kandla,West,Tanker,5137.9,57.6,52.7,18.6,142.4,False
2025-04-14,V1606,Cochin,South,General Cargo,1550.1,16.4,13.0,19.9,38.0,True
2025-04-14,V1607,Chennai,South,Container,2354.5,66.0,59.0,21.8,65.6,False
2025-04-15,V1608,Kandla,West,Tanker,3966.2,0.0,0.0,32.9,95.2,True
2025-04-15,V1609,Visakhapatnam,East,Tanker,1741.6,51.3,46.5,18.5,41.6,False
2025-04-15,V1610,Cochin,South,Ro-Ro,1801.5,23.1,29.9,16.5,41.3,True
2025-04-15,V1611,Cochin,South,Tanker,855.2,82.5,85.5,14.9,13.9,False
2025-04-15,V1612,Kandla,West,Tanker,2137.0,32.7,55.8,20.7,43.2,False
2025-04-15,V1613,Chennai,South,Ro-Ro,3349.3,0.0,0.0,17.8,67.1,True
2025-04-15,V1614,Kandla,West,Container,3961.4,6.3,26.1,32.3,73.5,True
2025-04-16,V1615,Chennai,South,Ro-Ro,4516.2,29.4,23.6,27.5,71.9,True
2025-04-16,V1616,Visakhapatnam,East,Tanker,3654.4,20.7,8.9,25.1,69.2,True
2025-04-16,V1617,Visakhapatnam,East,Tanker,3150.5,14.7,8.5,28.1,63.0,True
2025-04-17,V1618,Cochin,South,Tanker,4884.4,66.1,85.3,13.6,108.6,False
2025-04-17,V1619,Mumbai,West,Ro-Ro,5238.6,73.7,64.0,23.2,126.5,False
2025-04-17,V1620,Kolkata,East,Container,3843.8,19.2,0.0,19.2,87.3,True
2025-04-18,V1621,Visakhapatnam,East,Container,4025.3,48.6,47.4,19.4,116.7,False
2025-04-19,V1622,Visakhapatnam,East,Ro-Ro,2325.1,6.5,0.0,22.6,45.4,True
2025-04-19,V1623,Kolkata,East,Bulk Carrier,2228.4,48.2,55.0,21.4,34.8,False
2025-04-19,V1624,Visakhapatnam,East,Tanker,908.6,0.0,0.0,16.3,24.1,True
2025-04-19,V1625,Chennai,South,Bulk Carrier,980.2,11.0,31.1,17.6,26.7,False
2025-04-19,V1626,Visakhapatnam,East,Tanker,3439.4,7.4,17.7,16.9,99.8,True
2025-04-19,V1627,Cochin,South,Bulk Carrier,6403.3,24.0,10.9,12.5,163.4,True
2025-04-19,V1628,Cochin,South,Container,2384.2,0.0,7.1,17.0,45.9,True
2025-04-19,V1629,Cochin,South,Container,5074.9,4.4,20.6,25.3,109.2,True
2025-04-19,V1630,Kolkata,East,Ro-Ro,3715.9,7.7,5.3,13.9,97.9,True
2025-04-20,V1631,Mumbai,West,General Cargo,996.9,0.0,0.0,11.1,15.8,True
2025-04-20,V1632,Kolkata,East,Bulk Carrier,3670.9,0.0,11.5,28.1,78.2,True
2025-04-20,V1633,Mumbai,West,Tanker,7056.2,45.0,36.2,16.3,144.8,False
2025-04-20,V1634,Kolkata,East,Ro-Ro,3917.4,22.5,21.8,19.5,93.0,True
2025-04-20,V1635,Chennai,South,Bulk Carrier,3866.8,32.1,36.7,3.9,114.1,False
2025-04-21,V1636,Chennai,South,General Cargo,6136.7,7.1,0.0,21.2,143.4,True
2025-04-21,V1637,Kolkata,East,General Cargo,3497.4,8.1,0.0,15.4,62.6,True
2025-04-21,V1638,Visakhapatnam,East,Tanker,2206.8,39.8,35.1,8.7,38.6,False
2025-04-21,V1639,Chennai,South,Tanker,3007.8,16.0,21.5,17.9,53.2,True
2025-04-22,V1640,Kandla,West,Tanker,5298.9,27.7,16.0,15.1,116.7,True
2025-04-22,V1641,Cochin,South,Tanker,7882.2,29.0,13.3,20.4,169.4,True
2025-04-22,V1642,Mumbai,West,Ro-Ro,10252.4,26.6,6.1,24.6,296.3,True
2025-04-22,V1643,Mumbai,West,Bulk Carrier,4364.4,0.0,0.1,19.5,84.0,True
2025-04-22,V1644,Chennai,South,Ro-Ro,3494.2,0.0,0.0,14.2,60.5,True
2025-04-23,V1645,Visakhapatnam,East,Tanker,4985.4,16.0,21.2,18.9,135.4,True
2025-04-23,V1646,Mumbai,West,Ro-Ro,2749.2,12.0,12.3,8.1,71.5,True
2025-04-23,V1647,Mumbai,West,Tanker,1659.9,69.7,97.1,16.0,46.1,False
2025-04-23,V1648,Visakhapatnam,East,Container,3739.0,82.8,82.3,8.9,85.0,False
2025-04-24,V1649,Kandla,West,Tanker,3951.2,17.9,36.0,26.2,107.3,False
2025-04-24,V1650,Cochin,South,Tanker,1137.2,1.0,0.0,18.2,28.1,True
2025-04-24,V1651,Visakhapatnam,East,Ro-Ro,3425.4,0.0,7.1,20.8,58.5,True
2025-04-24,V1652,Cochin,South,Tanker,6986.0,46.4,48.8,21.7,114.5,False
2025-04-24,V1653,Mumbai,West,Bulk Carrier,2686.0,0.0,0.0,21.3,78.9,True
2025-04-24,V1654,Kandla,West,Container,998.9,1.2,0.0,14.4,25.3,True
2025-04-24,V1655,Visakhapatnam,East,General Cargo,1263.3,43.5,32.7,10.7,28.3,False
2025-04-25,V1656,Kolkata,East,General Cargo,2131.2,49.0,60.7,19.2,34.0,False
2025-04-25,V1657,Chennai,South,Container,4256.4,57.7,65.0,15.4,117.7,False
2025-04-25,V1658,Cochin,South,Ro-Ro,5846.8,0.0,0.0,8.8,98.7,True
2025-04-25,V1659,Cochin,South,Tanker,2622.5,0.0,0.0,9.8,47.9,True
2025-04-25,V1660,Cochin,South,Ro-Ro,2329.0,0.0,0.0,22.4,46.0,True
2025-04-25,V1661,Mumbai,West,Bulk Carrier,4228.1,21.1,0.2,20.3,86.2,True
2025-04-26,V1662,Mumbai,West,Container,5452.4,0.0,0.0,22.6,148.2,True
2025-04-26,V1663,Kolkata,East,Ro-Ro,5180.7,8.4,0.0,24.6,95.2,True
2025-04-26,V1664,Mumbai,West,Container,4082.2,47.1,66.3,27.3,90.3,False
2025-04-26,V1665,Chennai,South,General Cargo,3602.1,41.5,19.9,23.7,82.1,True
2025-04-27,V1666,Chennai,South,Ro-Ro,1684.3,20.4,4.3,12.9,28.6,True
2025-04-27,V1667,Kandla,West,Tanker,4550.5,4.9,8.7,21.5,76.0,True
2025-04-27,V1668,Cochin,South,General Cargo,7652.3,45.9,51.2,23.9,175.5,False
2025-04-28,V1669,Kandla,West,General Cargo,1753.0,0.0,0.0,18.8,47.2,True
2025-04-28,V1670,Cochin,South,Bulk Carrier,3835.5,0.0,24.5,13.3,105.2,True
2025-04-29,V1671,Kandla,West,Container,2253.0,4.8,0.0,9.4,54.4,True
2025-04-29,V1672,Kandla,West,General Cargo,3891.1,32.9,42.7,14.8,95.7,False
2025-04-29,V1673,Kandla,West,Tanker,5533.2,0.0,0.0,23.7,163.9,True
2025-04-30,V1674,Mumbai,West,Tanker,5537.3,6.5,5.6,15.3,121.2,True
2025-04-30,V1675,Chennai,South,Ro-Ro,4827.6,17.4,9.8,17.7,95.0,True
2025-04-30,V1676,Kandla,West,Bulk Carrier,3184.0,1.3,1.8,19.4,64.7,True
2025-04-30,V1677,Kolkata,East,Container,1869.5,48.1,63.3,23.5,31.6,False
2025-04-30,V1678,Cochin,South,Tanker,5344.0,12.0,13.3,19.6,116.2,True
2025-04-30,V1679,Visakhapatnam,East,Tanker,5330.8,0.0,0.0,21.2,113.7,True
2025-05-01,V1680,Mumbai,West,Ro-Ro,4439.0,14.7,28.8,5.9,117.0,True
2025-05-01,V1681,Kolkata,East,Bulk Carrier,2523.0,0.0,4.0,15.1,60.1,True
2025-05-01,V1682,Mumbai,West,Ro-Ro,2456.3,22.4,15.3,24.0,58.8,True
2025-05-01,V1683,Mumbai,West,Bulk Carrier,6777.3,38.7,55.5,21.1,122.6,False
2025-05-01,V1684,Cochin,South,General Cargo,4005.2,0.0,0.0,13.2,117.9,True
2025-05-02,V1685,Mumbai,West,Container,5103.5,35.9,41.3,9.8,149.9,False
2025-05-02,V1686,Kolkata,East,Bulk Carrier,4280.7,22.0,16.4,13.1,79.3,True
2025-05-02,V1687,Chennai,South,General Cargo,2567.8,41.6,41.5,15.8,57.8,False
2025-05-02,V1688,Chennai,South,Container,4181.8,0.0,8.1,12.7,110.1,True
2025-05-02,V1689,Visakhapatnam,East,Bulk Carrier,3710.9,7.3,0.0,17.7,72.1,True
2025-05-02,V1690,Visakhapatnam,East,Bulk Carrier,3871.8,41.7,18.2,16.9,110.1,True
2025-05-02,V1691,Chennai,South,Tanker,3215.9,27.3,18.4,20.9,80.9,True
2025-05-03,V1692,Chennai,South,General Cargo,1695.5,54.0,49.7,21.2,29.7,False
2025-05-03,V1693,Mumbai,West,Tanker,8001.1,53.7,38.5,20.5,195.5,False
2025-05-03,V1694,Chennai,South,Bulk Carrier,5874.8,44.3,43.0,19.5,102.5,False
2025-05-04,V1695,Visakhapatnam,East,Tanker,1051.4,0.0,23.3,14.4,30.5,True
2025-05-04,V1696,Chennai,South,Container,3129.9,29.3,36.3,17.7,89.8,False
2025-05-04,V1697,Cochin,South,Container,5044.3,54.8,64.9,12.2,104.1,False
2025-05-04,V1698,Chennai,South,Container,2457.5,0.0,4.3,21.9,51.8,True
2025-05-04,V1699,Kolkata,East,Bulk Carrier,2411.0,0.0,2.6,23.1,71.1,True
2025-05-04,V1700,Visakhapatnam,East,Tanker,5012.1,0.0,0.1,14.4,95.6,True
2025-05-04,V1701,Mumbai,West,Bulk Carrier,5743.2,12.5,7.1,10.9,100.5,True
2025-05-04,V1702,Kolkata,East,Container,3012.1,65.5,61.4,19.3,87.1,False
2025-05-04,V1703,Chennai,South,Ro-Ro,3279.9,0.0,14.7,24.1,57.8,True
2025-05-04,V1704,Visakhapatnam,East,Container,1448.5,43.0,59.3,21.3,43.4,False
2025-05-05,V1705,Cochin,South,Container,4217.0,0.0,0.0,12.7,95.3,True
2025-05-05,V1706,Kandla,West,Ro-Ro,2493.4,48.7,66.0,11.0,56.8,False
2025-05-05,V1707,Kolkata,East,General Cargo,3121.0,76.8,76.6,28.0,57.7,False
2025-05-05,V1708,Visakhapatnam,East,Container,5986.4,9.7,14.0,21.8,164.3,True
2025-05-05,V1709,Kandla,West,General Cargo,2455.1,0.0,0.0,14.4,54.8,True
2025-05-05,V1710,Chennai,South,General Cargo,1612.1,68.7,75.0,18.0,35.9,False
2025-05-05,V1711,Mumbai,West,General Cargo,3526.7,24.5,34.2,28.5,83.9,False
2025-05-05,V1712,Kolkata,East,Ro-Ro,3240.8,10.2,0.0,19.7,64.9,True
2025-05-05,V1713,Cochin,South,Container,4495.2,15.7,16.2,11.6,92.8,True
2025-05-05,V1714,Mumbai,West,Ro-Ro,2101.5,23.1,26.1,13.9,36.7,True
2025-05-06,V1715,Kandla,West,Ro-Ro,3662.2,37.2,26.1,20.9,68.4,True
2025-05-06,V1716,Cochin,South,Container,4728.9,0.0,11.2,23.2,76.5,True
2025-05-06,V1717,Kandla,West,Ro-Ro,2118.9,26.3,12.2,26.8,53.5,True
2025-05-06,V1718,Mumbai,West,Container,2176.9,2.5,0.0,9.3,33.3,True
2025-05-06,V1719,Kolkata,East,General Cargo,1583.4,7.9,0.0,23.7,27.2,True
2025-05-06,V1720,Chennai,South,Container,2498.9,33.2,38.4,18.8,49.1,False
2025-05-06,V1721,Chennai,South,Tanker,2335.0,8.3,23.7,21.5,49.3,True
2025-05-06,V1722,Visakhapatnam,East,General Cargo,6774.3,16.8,15.7,14.3,183.4,True
2025-05-07,V1723,Visakhapatnam,East,Tanker,5790.6,34.8,63.5,18.2,167.8,False
2025-05-07,V1724,Kandla,West,General Cargo,4275.6,13.2,25.2,5.8,96.1,True
2025-05-07,V1725,Visakhapatnam,East,Tanker,2527.7,72.8,75.3,17.5,43.6,False
2025-05-07,V1726,Kandla,West,General Cargo,4184.9,59.7,47.2,11.5,123.2,False
2025-05-08,V1727,Visakhapatnam,East,Ro-Ro,2832.7,28.9,48.2,30.0,46.3,False
2025-05-08,V1728,Mumbai,West,Container,2877.7,70.7,83.9,21.5,48.7,False
2025-05-08,V1729,Cochin,South,General Cargo,3834.9,10.7,4.3,25.1,71.0,True
2025-05-08,V1730,Cochin,South,Bulk Carrier,4592.1,5.3,0.0,19.6,77.6,True
2025-05-08,V1731,Kandla,West,Ro-Ro,2883.3,45.6,31.4,15.6,65.1,False
2025-05-08,V1732,Chennai,South,Ro-Ro,3333.5,26.6,34.4,24.5,74.7,False
2025-05-08,V1733,Kolkata,East,Ro-Ro,2749.4,11.8,0.0,25.0,61.5,True
2025-05-09,V1734,Kandla,West,Ro-Ro,995.5,0.0,0.0,15.7,19.8,True
2025-05-09,V1735,Cochin,South,Container,2167.7,73.7,95.7,5.7,44.8,False
2025-05-09,V1736,Kolkata,East,Ro-Ro,6847.7,0.0,0.0,16.5,175.6,True
2025-05-09,V1737,Kolkata,East,Tanker,2267.6,18.6,14.5,24.9,41.0,True
2025-05-09,V1738,Kolkata,East,Bulk Carrier,2745.6,11.1,16.1,23.2,54.3,True
2025-05-10,V1739,Cochin,South,Ro-Ro,3447.8,18.4,21.3,22.8,88.0,True
2025-05-10,V1740,Mumbai,West,Container,4420.3,41.7,27.5,21.7,86.2,True
2025-05-10,V1741,Mumbai,West,Container,6218.4,8.3,0.0,14.1,100.5,True
2025-05-10,V1742,Kandla,West,Container,5745.8,37.1,35.4,21.2,117.4,False
2025-05-11,V1743,Cochin,South,Tanker,2320.1,22.8,30.2,18.3,41.3,False
2025-05-11,V1744,Chennai,South,General Cargo,2846.8,3.1,8.1,19.6,53.3,True
2025-05-11,V1745,Mumbai,West,General Cargo,2798.5,0.0,0.0,14.8,77.1,True
2025-05-11,V1746,Visakhapatnam,East,General Cargo,6242.8,23.8,60.7,15.3,123.5,False
2025-05-11,V1747,Kolkata,East,Container,4102.3,7.7,0.0,21.5,79.8,True
2025-05-11,V1748,Kandla,West,Tanker,6279.2,35.3,47.3,19.0,108.9,False
2025-05-12,V1749,Cochin,South,Ro-Ro,3009.2,29.8,38.8,13.1,63.3,False
2025-05-12,V1750,Cochin,South,Container,2291.7,0.0,0.0,7.9,60.9,True
2025-05-12,V1751,Kolkata,East,General Cargo,3995.0,0.0,0.0,11.8,107.8,True
2025-05-12,V1752,Kolkata,East,Tanker,4452.9,10.7,0.0,19.6,74.9,True
2025-05-13,V1753,Mumbai,West,General Cargo,3854.5,0.0,20.0,11.2,103.9,True
2025-05-13,V1754,Visakhapatnam,East,Bulk Carrier,3728.4,29.1,23.7,15.0,56.9,True
2025-05-13,V1755,Chennai,South,Ro-Ro,781.0,0.0,13.2,23.8,14.2,True
2025-05-13,V1756,Chennai,South,Container,5906.0,31.8,31.8,16.3,145.1,False
2025-05-13,V1757,Kolkata,East,General Cargo,2958.2,5.1,12.2,31.2,73.3,True
2025-05-13,V1758,Kolkata,East,Container,1492.9,50.0,41.1,20.9,35.0,False
2025-05-13,V1759,Kolkata,East,General Cargo,5268.8,8.6,18.1,24.4,113.2,True
2025-05-13,V1760,Chennai,South,Ro-Ro,4245.2,25.0,24.3,21.1,84.0,True
2025-05-13,V1761,Visakhapatnam,East,General Cargo,2910.2,16.8,8.9,24.2,63.0,True
2025-05-13,V1762,Visakhapatnam,East,General Cargo,3162.3,2.8,21.1,5.6,64.9,True
2025-05-14,V1763,Mumbai,West,General Cargo,3421.0,0.0,0.0,36.1,69.8,True
2025-05-14,V1764,Cochin,South,Tanker,4376.3,35.7,34.3,19.9,99.0,False
2025-05-14,V1765,Mumbai,West,Bulk Carrier,2043.6,64.6,74.3,17.0,39.4,False
2025-05-14,V1766,Kolkata,East,Tanker,1555.1,0.0,8.8,16.1,25.0,True
2025-05-14,V1767,Kolkata,East,Tanker,4732.5,50.7,69.9,14.7,111.4,False
2025-05-14,V1768,Mumbai,West,Bulk Carrier,8218.8,20.5,0.0,15.2,180.7,True
2025-05-14,V1769,Chennai,South,General Cargo,1239.9,24.7,22.5,7.0,21.7,True
2025-05-14,V1770,Cochin,South,Ro-Ro,3325.1,46.2,61.6,21.1,95.4,False
2025-05-14,V1771,Mumbai,West,Bulk Carrier,4317.6,15.3,24.1,19.4,99.1,True
2025-05-15,V1772,Cochin,South,Container,4005.4,42.5,62.0,12.9,84.9,False
2025-05-15,V1773,Mumbai,West,General Cargo,5511.4,23.3,33.3,17.9,109.9,False
2025-05-15,V1774,Chennai,South,Ro-Ro,2988.6,0.0,13.5,16.7,84.0,True
2025-05-16,V1775,Kandla,West,Ro-Ro,2673.2,27.1,38.4,16.0,55.6,False
2025-05-16,V1776,Kolkata,East,Bulk Carrier,3706.3,0.0,1.7,17.9,58.8,True
2025-05-16,V1777,Kolkata,East,Tanker,1216.3,27.2,22.0,21.7,31.4,True
2025-05-16,V1778,Cochin,South,Tanker,3449.4,0.0,18.5,12.0,58.3,True
2025-05-16,V1779,Visakhapatnam,East,General Cargo,3696.6,23.4,2.6,23.7,109.2,True
2025-05-16,V1780,Mumbai,West,Container,3254.4,78.1,69.3,7.1,93.1,False
2025-05-17,V1781,Chennai,South,Bulk Carrier,2066.0,2.4,0.0,13.4,59.9,True
2025-05-17,V1782,Visakhapatnam,East,Container,5806.8,21.7,30.2,19.5,149.3,False
2025-05-17,V1783,Cochin,South,Container,4892.1,22.0,22.3,11.6,116.9,True
2025-05-18,V1784,Kolkata,East,Ro-Ro,3278.7,22.0,29.8,28.0,78.9,True
2025-05-18,V1785,Cochin,South,Ro-Ro,1189.1,5.3,0.0,16.5,21.8,True
2025-05-18,V1786,Kandla,West,General Cargo,4467.6,18.3,10.5,16.4,72.7,True
2025-05-19,V1787,Kandla,West,Ro-Ro,4722.4,19.6,25.4,15.3,85.8,True
2025-05-19,V1788,Kolkata,East,Bulk Carrier,4313.4,6.0,0.0,15.5,119.2,True
2025-05-19,V1789,Visakhapatnam,East,Container,3517.4,46.5,57.3,22.8,99.6,False
2025-05-19,V1790,Kolkata,East,Ro-Ro,2038.4,0.0,27.3,17.8,33.2,True
2025-05-19,V1791,Mumbai,West,Tanker,11316.4,0.0,1.6,6.4,258.3,True
2025-05-19,V1792,Cochin,South,General Cargo,3327.7,3.1,2.0,12.7,52.6,True
2025-05-19,V1793,Kandla,West,General Cargo,1712.7,55.1,45.9,11.1,34.8,False
2025-05-19,V1794,Cochin,South,Tanker,7479.8,26.4,33.0,27.3,112.9,False
2025-05-19,V1795,Mumbai,West,Bulk Carrier,2589.0,0.0,2.6,13.3,60.9,True
2025-05-19,V1796,Kandla,West,General Cargo,3682.4,0.0,0.0,13.2,58.0,True
2025-05-20,V1797,Mumbai,West,Container,2496.6,0.0,0.0,24.0,59.8,True
2025-05-20,V1798,Chennai,South,Tanker,2502.6,80.9,94.8,22.3,49.1,False
2025-05-20,V1799,Chennai,South,Bulk Carrier,4247.6,21.5,25.9,12.9,87.4,True
2025-05-20,V1800,Kolkata,East,Tanker,3323.2,36.1,57.5,15.6,76.8,False
2025-05-20,V1801,Kolkata,East,Container,4069.8,0.0,0.0,21.2,103.8,True
2025-05-20,V1802,Mumbai,West,Ro-Ro,2876.7,65.9,53.2,31.3,57.7,False
2025-05-20,V1803,Cochin,South,Ro-Ro,4964.7,29.8,31.9,27.5,133.6,False
2025-05-21,V1804,Chennai,South,Bulk Carrier,4915.0,12.3,7.4,15.2,92.2,True
2025-05-21,V1805,Kandla,West,General Cargo,2656.2,0.0,0.0,8.2,53.7,True
2025-05-21,V1806,Cochin,South,Bulk Carrier,3823.3,70.6,76.1,25.1,66.1,False
2025-05-21,V1807,Visakhapatnam,East,General Cargo,2017.8,0.0,0.0,10.0,47.1,True
2025-05-21,V1808,Cochin,South,Tanker,3989.7,38.1,63.5,15.5,101.4,False
2025-05-21,V1809,Mumbai,West,Ro-Ro,856.9,39.6,46.9,14.2,21.6,False
2025-05-21,V1810,Cochin,South,Container,6235.4,36.5,39.8,10.7,169.2,False
2025-05-21,V1811,Kandla,West,Container,1130.6,54.1,61.3,9.0,24.7,False
2025-05-22,V1812,Kandla,West,Container,2039.1,0.0,0.0,23.8,32.9,True
2025-05-22,V1813,Kolkata,East,General Cargo,5915.5,1.3,0.0,16.4,96.7,True
2025-05-22,V1814,Kandla,West,General Cargo,2934.3,3.6,0.0,12.1,68.8,True
2025-05-22,V1815,Kandla,West,Ro-Ro,3675.9,8.7,21.7,8.3,85.9,True
2025-05-22,V1816,Kolkata,East,Container,2879.8,2.6,0.0,25.4,67.9,True
2025-05-22,V1817,Kandla,West,Container,2514.1,15.4,6.2,23.5,71.9,True
2025-05-22,V1818,Kolkata,East,Bulk Carrier,4814.6,3.3,0.0,20.0,84.1,True
2025-05-22,V1819,Visakhapatnam,East,Ro-Ro,2424.1,42.9,22.5,19.6,38.4,True
2025-05-22,V1820,Cochin,South,Tanker,774.4,19.4,16.1,24.8,21.8,True
2025-05-22,V1821,Mumbai,West,Ro-Ro,5735.6,0.0,2.0,13.0,113.3,True
2025-05-23,V1822,Mumbai,West,Bulk Carrier,1333.6,0.0,0.0,21.9,28.5,True
2025-05-23,V1823,Kandla,West,General Cargo,1715.5,40.1,25.2,17.3,29.1,True
2025-05-23,V1824,Kandla,West,General Cargo,4745.9,56.0,61.2,20.7,139.9,False
2025-05-23,V1825,Mumbai,West,Ro-Ro,2430.0,20.5,27.8,22.0,51.2,True
2025-05-23,V1826,Kolkata,East,Tanker,3340.1,0.0,10.1,15.6,81.1,True
2025-05-24,V1827,Chennai,South,Tanker,789.8,0.0,0.0,24.6,15.1,True
2025-05-24,V1828,Chennai,South,Container,4731.4,0.0,2.9,18.4,92.5,True
2025-05-24,V1829,Visakhapatnam,East,Container,2661.5,0.0,0.0,18.0,43.2,True
2025-05-24,V1830,Visakhapatnam,East,General Cargo,5705.8,34.8,16.4,10.0,101.9,True
2025-05-24,V1831,Chennai,South,Tanker,5052.0,12.9,3.7,14.2,111.1,True
2025-05-25,V1832,Kolkata,East,Bulk Carrier,2141.4,0.0,0.0,7.4,38.5,True
2025-05-25,V1833,Chennai,South,Container,4633.2,22.7,18.5,14.3,103.1,True
2025-05-25,V1834,Chennai,South,Tanker,2367.5,28.5,27.8,14.2,41.6,True
2025-05-25,V1835,Chennai,South,Bulk Carrier,1477.6,38.9,36.2,28.6,23.2,False
2025-05-25,V1836,Visakhapatnam,East,Bulk Carrier,2595.6,28.0,11.1,18.7,64.2,True
2025-05-25,V1837,Cochin,South,Container,2330.8,44.4,61.2,16.3,39.5,False
2025-05-26,V1838,Chennai,South,Ro-Ro,2697.5,57.9,62.5,15.0,41.3,False
2025-05-26,V1839,Kandla,West,General Cargo,2994.1,15.8,35.4,17.9,61.1,False
2025-05-26,V1840,Visakhapatnam,East,Ro-Ro,3444.7,69.0,74.4,18.2,72.3,False
2025-05-26,V1841,Cochin,South,General Cargo,2219.5,23.4,28.5,15.7,45.4,True
2025-05-26,V1842,Cochin,South,General Cargo,4099.6,10.5,35.5,10.3,86.9,False
2025-05-26,V1843,Kolkata,East,Tanker,4666.1,0.0,19.2,21.2,72.7,True
2025-05-26,V1844,Chennai,South,Ro-Ro,2534.7,24.1,7.6,23.1,55.9,True
2025-05-26,V1845,Mumbai,West,Ro-Ro,3539.2,14.3,12.6,22.4,101.5,True
2025-05-26,V1846,Kandla,West,Tanker,4248.2,49.9,31.7,21.8,87.7,False
2025-05-27,V1847,Kolkata,East,General Cargo,4776.2,1.4,0.0,14.3,85.4,True
2025-05-28,V1848,Mumbai,West,Tanker,3031.2,52.9,55.4,33.0,90.2,False
2025-05-28,V1849,Visakhapatnam,East,Container,1599.1,0.0,0.0,23.7,38.1,True
2025-05-28,V1850,Kolkata,East,Ro-Ro,2709.7,50.6,48.2,8.0,67.6,False
2025-05-28,V1851,Kandla,West,Container,1891.4,7.7,23.6,20.4,39.2,True
2025-05-28,V1852,Mumbai,West,Tanker,3432.0,18.4,1.0,24.3,76.4,True
2025-05-29,V1853,Kolkata,East,Container,3295.2,26.8,14.8,14.8,58.5,True
2025-05-29,V1854,Cochin,South,Container,2277.3,0.0,0.0,19.2,40.4,True
2025-05-29,V1855,Visakhapatnam,East,General Cargo,7020.1,67.5,79.8,20.3,185.9,False
2025-05-29,V1856,Visakhapatnam,East,Ro-Ro,5795.3,3.9,0.0,27.2,94.4,True
2025-05-29,V1857,Kandla,West,General Cargo,5643.1,1.2,5.7,7.5,88.3,True
2025-05-29,V1858,Visakhapatnam,East,Container,3499.3,30.2,26.9,20.8,56.0,True
2025-05-29,V1859,Kandla,West,General Cargo,4075.6,14.7,26.3,19.3,72.8,True
2025-05-29,V1860,Cochin,South,Bulk Carrier,4572.1,42.5,42.9,28.6,77.0,False
2025-05-29,V1861,Kolkata,East,General Cargo,2495.4,46.0,47.1,2.7,47.8,False
2025-05-30,V1862,Kandla,West,General Cargo,6587.0,35.3,40.1,24.7,192.3,False
2025-05-30,V1863,Chennai,South,Container,3665.4,28.8,23.1,17.3,96.4,True
2025-05-30,V1864,Kandla,West,Container,6172.6,12.6,0.0,21.5,181.7,True
2025-05-30,V1865,Kolkata,East,Container,3430.7,12.0,18.5,25.9,67.6,True
